algorithm,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
ReliefF-baseline,BreastEW,12,0.03823441152616762,0.9692357234864749,7,9,0.20951581001281738
mRMR,WaveformEW,25,0.2204239999999999,0.7824000000000001,20,40,9.592299938201904
ReliefF-baseline,BreastEW,13,0.032076737751061554,0.9765779304422498,8,9,0.254986047744751
ReliefF-baseline,BreastEW,14,0.033079170841085796,0.9721983683984543,5,9,0.239149808883667
ReliefF-baseline,BreastEW,15,0.03602281618243397,0.9692249892657794,5,9,0.20105409622192383
ReliefF-baseline,BreastEW,16,0.03681040980869228,0.9706741090596823,7,9,0.26708197593688965
ReliefF-baseline,BreastEW,17,0.033877391345832786,0.9736367539716616,7,9,0.2799489498138428
ReliefF-baseline,BreastEW,18,0.03599093554696814,0.9692571919278661,5,9,0.2208569049835205
ReliefF-baseline,BreastEW,19,0.033100424598063054,0.9721768999570631,5,9,0.2836010456085205
ReliefF-baseline,BreastEW,20,0.03600156242545671,0.9692464577071706,5,9,0.2862398624420166
ReliefF-baseline,BreastEW,21,0.033877391345832675,0.9736367539716617,7,9,0.28914904594421387
ReliefF-baseline,BreastEW,22,0.03386676446734399,0.9736474881923574,7,9,0.2470262050628662
ReliefF-baseline,BreastEW,23,0.033877391345832675,0.9736367539716617,7,9,0.24368691444396973
ReliefF-baseline,BreastEW,24,0.036778529173226555,0.9707063117217689,7,9,0.21226215362548828
ReliefF-baseline,BreastEW,25,0.03529076618481955,0.9722091026191497,7,9,0.2093820571899414
ReliefF-baseline,BreastEW,26,0.03533327369877385,0.9721661657363676,7,9,0.20223498344421387
ReliefF-baseline,BreastEW,27,0.03644438480988496,0.9721661657363676,8,9,0.21881699562072754
ReliefF-baseline,BreastEW,28,0.035290766184819335,0.97220910261915,7,9,0.23931503295898438
ReliefF-baseline,BreastEW,29,0.03823441152616762,0.9692357234864749,7,9,0.23871803283691406
ReliefF-baseline,Diabetes,0,0.2552394957983193,0.7447075800016977,2,8,0.2654540538787842
ReliefF-baseline,Diabetes,1,0.25255672268907564,0.7486800780918428,3,8,0.22362804412841797
ReliefF-baseline,Diabetes,2,0.2677899159663865,0.7396061454884985,8,8,0.2348029613494873
ReliefF-baseline,Diabetes,3,0.2601491596638656,0.7435362023597317,5,8,0.21571564674377441
ReliefF-baseline,Diabetes,4,0.2589327731092436,0.7435022493846024,4,8,0.2111501693725586
ReliefF-baseline,Diabetes,5,0.26261344537815123,0.7448349036584331,8,8,0.21637225151062012
ReliefF-baseline,Diabetes,6,0.2550063025210083,0.748731007554537,5,8,0.21360373497009277
ReliefF-baseline,Diabetes,7,0.25621218487394953,0.7500381970970207,7,8,0.21800971031188965
ReliefF-baseline,Diabetes,8,0.26518487394957985,0.7422375010610305,8,8,0.21167778968811035
ReliefF-baseline,Diabetes,9,0.2653508403361344,0.7382819794584501,5,8,0.22166895866394043
ReliefF-baseline,Diabetes,10,0.2639936974789916,0.7421780833545539,7,8,0.24186277389526367
mRMR,WaveformEW,27,0.21927799999999995,0.7828,17,40,8.500882863998413
ReliefF-baseline,Diabetes,11,0.2563088235294118,0.7474153297682709,5,8,0.28988218307495117
ReliefF-baseline,Diabetes,12,0.2627415966386555,0.7434428316781257,7,8,0.25170207023620605
ReliefF-baseline,Diabetes,13,0.2602121848739494,0.7409472880061116,3,8,0.22048687934875488
ReliefF-baseline,Diabetes,14,0.25747899159663856,0.750021220609456,8,8,0.21225905418395996
ReliefF-baseline,Diabetes,15,0.24732142857142858,0.753968253968254,3,8,0.22457385063171387
ReliefF-baseline,Diabetes,16,0.2576722689075632,0.7447754859519564,4,8,0.22134709358215332
ReliefF-baseline,Diabetes,17,0.2564306722689075,0.7447669977081742,3,8,0.2506539821624756
ReliefF-baseline,Diabetes,18,0.2665798319327731,0.7408284525931584,8,8,0.26795530319213867
ReliefF-baseline,Diabetes,19,0.25249369747899153,0.7512689924454631,5,8,0.25397396087646484
ReliefF-baseline,Diabetes,20,0.24730042016806722,0.7565147271029624,5,8,0.2557511329650879
ReliefF-baseline,Diabetes,21,0.26532773109243707,0.7370426958662252,4,8,0.2481238842010498
ReliefF-baseline,Diabetes,22,0.257577731092437,0.7461336049571343,5,8,0.23710274696350098
ReliefF-baseline,Diabetes,23,0.2628571428571428,0.7395382395382396,4,8,0.22365283966064453
ReliefF-baseline,Diabetes,24,0.2614264705882353,0.7422459893048128,5,8,0.20670509338378906
ReliefF-baseline,Diabetes,25,0.25885504201680676,0.7448433919022154,5,8,0.23555397987365723
ReliefF-baseline,Diabetes,26,0.25620168067226895,0.7513114336643748,8,8,0.2409658432006836
ReliefF-baseline,Diabetes,28,0.25238235294117645,0.7526440879382056,6,8,0.31484484672546387
ReliefF-baseline,Diabetes,27,0.27054621848739496,0.7317714964773788,4,8,0.3236119747161865
ReliefF-baseline,Diabetes,29,0.2601974789915967,0.7447500212206094,6,8,0.2909369468688965
mRMR,WaveformEW,24,0.2181719999999999,0.7872000000000001,30,40,13.961183786392212
ReliefF-baseline,GermanCredit,0,0.2495700000000001,0.7569999999999999,18,20,1.3240609169006348
ReliefF-baseline,GermanCredit,3,0.2530099999999999,0.7510000000000001,13,20,1.1004421710968018
ReliefF-baseline,GermanCredit,1,0.26194,0.744,17,20,1.2482008934020996
ReliefF-baseline,GermanCredit,2,0.25898,0.748,19,20,1.2731828689575195
ReliefF-baseline,GermanCredit,4,0.2505300000000001,0.7529999999999999,12,20,1.222747802734375
mRMR,WaveformEW,26,0.21840199999999999,0.7852,23,40,11.314961194992065
ReliefF-baseline,GermanCredit,8,0.2599,0.74,5,20,0.4998610019683838
mRMR,WaveformEW,28,0.2172139999999999,0.7864000000000001,23,40,11.422653913497925
ReliefF-baseline,GermanCredit,10,0.26732,0.732,4,20,0.4056551456451416
ReliefF-baseline,GermanCredit,11,0.2603899999999999,0.7390000000000001,4,20,0.333939790725708
ReliefF-baseline,GermanCredit,5,0.2614199999999999,0.7420000000000001,12,20,1.2984938621520996
