config_name,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
RG-SCSO-RandomProbe,ColonCancer,13,0.09750153846153845,0.9025641025641026,208,2000,267.058182249777
RG-SCSO-RandomProbe,ColonCancer,14,0.07842307692307687,0.9217948717948719,200,2000,272.44411079166457
RG-SCSO-RandomProbe,ColonCancer,15,0.09731153846153845,0.9025641025641026,170,2000,269.1748509169556
RG-SCSO-RandomProbe,ColonCancer,16,0.0810265384615385,0.9192307692307692,213,2000,269.4706047917716
RG-SCSO-RandomProbe,ColonCancer,17,0.07970730769230774,0.9205128205128205,203,2000,272.90517129097134
RG-SCSO-RandomProbe,ColonCancer,18,0.06567076923076921,0.9346153846153846,188,2000,276.6181502919644
RG-SCSO-RandomProbe,ColonCancer,19,0.1137965384615384,0.885897435897436,167,2000,277.12771745817736
RG-SCSO-RandomProbe,ColonCancer,20,0.09871076923076921,0.9012820512820513,196,2000,270.6494185831398
RG-SCSO-RandomProbe,ColonCancer,21,0.09506307692307692,0.9051282051282051,228,2000,273.85204229084775
RG-SCSO-RandomProbe,ColonCancer,22,0.0810715384615384,0.9192307692307693,222,2000,274.39717770926654
RG-SCSO-RandomProbe,ColonCancer,23,0.16105307692307688,0.8384615384615385,226,2000,276.4983929172158
RG-SCSO-RandomProbe,ColonCancer,24,0.06572576923076921,0.9346153846153846,199,2000,275.09495812514797
RG-SCSO-RandomProbe,ColonCancer,25,0.08082653846153841,0.9192307692307693,173,2000,274.40061537502334
RG-SCSO-RandomProbe,ColonCancer,26,0.09617230769230768,0.9038461538461539,196,2000,277.93125141691417
RG-SCSO-RandomProbe,ColonCancer,27,0.09790653846153845,0.9025641025641026,289,2000,278.0365626667626
RG-SCSO-RandomProbe,ColonCancer,28,0.13052153846153855,0.8692307692307691,212,2000,278.30309591582045
RG-SCSO-RandomProbe,ColonCancer,29,0.11265730769230761,0.8871794871794872,193,2000,276.52054837485775
RG-SCSO-RandomProbe,Leukemia,0,0.0153161979437532,0.9857142857142858,419,3571,334.4461330003105
RG-SCSO-RandomProbe,Leukemia,1,0.015293795255430601,0.9857142857142858,411,3571,337.3205906660296
RG-SCSO-RandomProbe,Leukemia,2,0.015464615753890416,0.9857142857142858,472,3571,336.09140387456864
RG-SCSO-RandomProbe,Leukemia,3,0.014493755250630052,0.9866666666666667,462,3571,337.0718506248668
RG-SCSO-RandomProbe,Leukemia,5,0.014300532063847637,0.9866666666666667,393,3571,337.5147392908111
RG-SCSO-RandomProbe,Leukemia,4,0.015268592231067678,0.9857142857142858,402,3571,341.8337616249919
RG-SCSO-RandomProbe,Leukemia,6,0.014252926351162116,0.9866666666666667,376,3571,338.01217566709965
RG-SCSO-RandomProbe,Leukemia,7,0.0017782133856062727,1.0,635,3571,341.9434106252156
RG-SCSO-RandomProbe,Leukemia,8,0.014404144497339656,0.9866666666666667,430,3571,337.41900012502447
RG-SCSO-RandomProbe,Leukemia,9,0.01434813777653316,0.9866666666666667,410,3571,343.3050130000338
RG-SCSO-RandomProbe,Leukemia,10,0.014387342481097708,0.9866666666666667,424,3571,339.84611108293757
